Payment Time,Order Time,Download time,Download by,Order status,Type of Order,paidStatus,Platform,Store Name,Member Name,Order No.,Platform Order ID,Amount,Payment Amount,COD amount,Preferential Amount,Cost Price,Profit,Product qty,Logistics Vendor,Warehouse,Logistics Costs,Recipient name,Recipient mobile number,Region,Recipient Address,Tag Name,Notes,Printing time
8/5/2024 0:07,8/5/2024 0:07,8/5/2024 0:08,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo8,TXN000008,146647,0,42822,103825,0,42822,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 15:47
8/5/2024 0:09,8/5/2024 0:09,8/5/2024 0:10,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo10,TXN000010,204500,82710,0,121790,0,79210,1,****,Warehouse A,3500,****,****,,****,,,8/5/2024 17:43
8/5/2024 0:13,8/5/2024 0:12,8/5/2024 0:13,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo14,TXN000014,347000,211065,0,135935,0,211065,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:48
8/5/2024 0:13,8/5/2024 0:13,8/5/2024 0:13,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo15,TXN000015,147596,0,67496,80100,0,67496,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:19
8/5/2024 0:22,8/5/2024 0:22,8/5/2024 0:22,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo24,TXN000024,176000,88000,0,88000,0,88000,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 15:14
8/5/2024 0:23,8/5/2024 0:21,8/5/2024 0:23,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo26,TXN000026,386000,189700,0,196300,0,189700,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 15:36
8/5/2024 0:25,8/5/2024 0:25,8/5/2024 0:25,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo30,TXN000030,234400,234400,0,0,0,220400,1,****,Warehouse A,14000,****,****,,****,,,8/5/2024 16:27
8/5/2024 0:26,8/5/2024 0:25,8/5/2024 0:27,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo31,TXN000031,201000,91741,0,109259,0,91741,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:00
8/5/2024 0:28,8/5/2024 0:28,8/5/2024 0:28,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo36,TXN000036,376000,217950,0,158050,0,217950,2,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:16
8/5/2024 0:29,8/5/2024 0:29,8/5/2024 0:29,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo37,TXN000037,274200,274200,0,0,0,246700,1,****,Warehouse A,27500,****,****,,****,,,8/5/2024 17:53
8/5/2024 0:29,8/5/2024 0:29,8/5/2024 0:30,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo38,TXN000038,351000,180100,0,170900,0,180100,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:02
8/5/2024 0:33,8/5/2024 0:33,8/5/2024 0:34,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo40,TXN000040,188519,0,52494,136025,0,50994,1,****,Warehouse A,1500,****,****,,****,,,8/5/2024 15:40
8/5/2024 0:35,8/5/2024 0:35,8/5/2024 0:35,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo43,TXN000043,175283,57998,0,117285,0,57998,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 15:52
8/5/2024 0:37,8/5/2024 0:37,8/5/2024 0:37,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo44,TXN000044,405708,0,226408,179300,0,214408,1,****,Warehouse A,12000,****,****,,****,,,8/5/2024 17:43
8/5/2024 0:38,8/5/2024 0:36,8/5/2024 0:39,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo45,TXN000045,201000,91741,0,109259,0,91741,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:20
8/5/2024 0:45,8/5/2024 0:44,8/5/2024 0:45,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo49,TXN000049,156693,91243,0,65450,0,85243,1,****,Warehouse A,6000,****,****,,****,,,8/5/2024 17:43
8/5/2024 0:45,8/5/2024 0:44,8/5/2024 0:45,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo50,TXN000050,181000,60000,0,121000,0,60000,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:21
8/5/2024 0:45,8/5/2024 0:45,8/5/2024 0:45,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo51,TXN000051,55040,0,27040,28000,0,23040,1,****,Warehouse A,4000,****,****,,****,,,8/5/2024 16:30
8/5/2024 0:48,8/5/2024 0:48,8/5/2024 0:49,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo53,TXN000053,113500,99000,0,14500,0,84500,1,****,Warehouse A,14500,****,****,,****,,,8/5/2024 17:35
8/5/2024 0:52,8/5/2024 0:51,8/5/2024 0:52,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo55,TXN000055,166700,116975,0,49725,0,116975,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:58
8/5/2024 0:56,8/5/2024 0:56,8/5/2024 0:57,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo57,TXN000057,224891,0,127165,97726,0,127165,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:33
8/5/2024 0:57,8/5/2024 0:57,8/5/2024 0:57,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo58,TXN000058,701000,353350,0,347650,0,353350,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:42
8/5/2024 1:00,8/5/2024 1:00,8/5/2024 1:01,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo60,TXN000060,188952,96102,0,92850,0,93102,1,****,Warehouse A,3000,****,****,,****,,,8/5/2024 17:56
8/5/2024 1:03,8/5/2024 1:03,8/5/2024 1:03,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo62,TXN000062,201000,109000,0,92000,0,109000,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:44
8/5/2024 1:11,8/5/2024 1:11,8/5/2024 1:11,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo66,TXN000066,160000,0,107285,52715,0,107285,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:57
8/5/2024 1:15,8/5/2024 1:15,8/5/2024 1:16,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo69,TXN000069,651000,344350,0,306650,0,344350,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:19
8/5/2024 1:21,8/5/2024 1:20,8/5/2024 1:21,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo70,TXN000070,211372,138572,0,72800,0,138572,3,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:20
8/5/2024 1:25,8/5/2024 1:25,8/5/2024 1:26,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo72,TXN000072,351000,195110,0,155890,0,195110,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:47
8/5/2024 1:27,8/5/2024 1:27,8/5/2024 1:28,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo73,TXN000073,201000,79210,0,121790,0,79210,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:55
8/5/2024 1:28,8/5/2024 1:28,8/5/2024 1:29,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo74,TXN000074,426000,0,164741,261259,0,164741,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:34
8/5/2024 1:32,8/5/2024 1:32,8/5/2024 1:32,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo77,TXN000077,200941,94991,0,105950,0,94991,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:30
8/5/2024 1:38,8/5/2024 1:38,8/5/2024 1:39,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo79,TXN000079,216708,0,96413,120295,0,83413,2,****,Warehouse A,13000,****,****,,****,,,8/5/2024 16:43
8/5/2024 1:42,8/5/2024 1:41,8/5/2024 1:42,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo80,TXN000080,331401,173340,0,158061,0,173340,2,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:20
8/5/2024 1:46,8/5/2024 1:46,8/5/2024 1:47,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo84,TXN000084,376950,196970,0,179980,0,196970,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:10
8/5/2024 1:52,8/5/2024 1:51,8/5/2024 1:52,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo85,TXN000085,351000,186220,0,164780,0,186220,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 15:58
8/5/2024 1:56,8/5/2024 1:56,8/5/2024 1:56,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo86,TXN000086,168224,0,109845,58379,0,90846,1,****,Warehouse A,18999,****,****,,****,,,8/5/2024 17:45
8/5/2024 2:09,8/5/2024 2:05,8/5/2024 2:10,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo91,TXN000091,386000,183610,0,202390,0,183610,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:30
8/5/2024 2:10,8/5/2024 2:03,8/5/2024 2:10,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo92,TXN000092,501000,257500,0,243500,0,257500,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 15:46
8/5/2024 2:12,8/5/2024 2:12,8/5/2024 2:13,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo94,TXN000094,184000,58150,0,125850,0,54150,1,****,Warehouse A,4000,****,****,,****,,,8/5/2024 17:19
8/5/2024 2:28,8/5/2024 2:18,8/5/2024 2:29,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo103,TXN000103,346000,183260,0,162740,0,183260,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:36
8/5/2024 2:42,8/5/2024 2:42,8/5/2024 2:43,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo104,TXN000104,401000,181419,0,219581,0,181419,2,****,Warehouse A,0,****,****,,****,,,8/5/2024 15:21
8/5/2024 2:47,8/5/2024 2:46,8/5/2024 2:47,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo107,TXN000107,430120,236840,0,193280,0,221840,2,****,Warehouse A,15000,****,****,,****,,,8/5/2024 17:08
8/5/2024 3:26,8/5/2024 3:26,8/5/2024 3:27,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo121,TXN000121,147381,89002,0,58379,0,87502,1,****,Warehouse A,1500,****,****,,****,,,8/5/2024 17:34
8/5/2024 3:48,8/5/2024 3:47,8/5/2024 3:48,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo128,TXN000128,152447,67997,0,84450,0,65997,1,****,Warehouse A,2000,****,****,,****,,,8/5/2024 17:57
8/5/2024 4:09,8/5/2024 4:07,8/5/2024 4:09,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo133,TXN000133,75150,75150,0,0,0,54650,1,****,Warehouse A,20500,****,****,,****,,,8/5/2024 15:20
8/5/2024 4:12,8/5/2024 4:12,8/5/2024 4:12,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo134,TXN000134,87000,66500,0,20500,0,48500,1,****,Warehouse A,18000,****,****,,****,,,8/5/2024 17:33
8/5/2024 4:17,8/5/2024 4:17,8/5/2024 4:18,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo135,TXN000135,203700,0,118515,85185,0,116515,1,****,Warehouse A,2000,****,****,,****,,,8/6/2024 13:48
8/5/2024 4:55,8/5/2024 4:54,8/5/2024 4:55,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo145,TXN000145,150903,91153,0,59750,0,91153,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:22
8/5/2024 4:59,8/5/2024 4:59,8/5/2024 4:59,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo148,TXN000148,399410,0,192657,206753,0,185657,1,****,Warehouse A,7000,****,****,,****,,,8/5/2024 17:37
8/5/2024 5:13,8/5/2024 5:12,8/5/2024 5:13,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo151,TXN000151,205000,113100,0,91900,0,113100,2,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:57
8/5/2024 5:31,8/5/2024 5:31,8/5/2024 5:32,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo159,TXN000159,146000,110500,0,35500,0,110500,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:23
8/5/2024 5:34,8/5/2024 5:33,8/5/2024 5:34,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo162,TXN000162,402000,196030,0,205970,0,195030,2,****,Warehouse A,1000,****,****,,****,,,8/5/2024 15:36
8/5/2024 5:36,8/5/2024 5:36,8/5/2024 5:36,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo163,TXN000163,376000,210000,0,166000,0,210000,3,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:57
8/5/2024 5:43,8/5/2024 5:43,8/5/2024 5:44,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo167,TXN000167,39000,0,29000,10000,0,19000,1,****,Warehouse A,10000,****,****,,****,,,8/5/2024 16:48
8/5/2024 5:45,8/5/2024 5:40,8/5/2024 5:46,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo168,TXN000168,703524,355874,0,347650,0,355874,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:31
8/5/2024 5:50,8/5/2024 5:50,8/5/2024 5:50,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo171,TXN000171,389225,224725,0,164500,0,222725,1,****,Warehouse A,2000,****,****,,****,,,8/5/2024 17:44
8/5/2024 5:53,8/5/2024 5:53,8/5/2024 5:56,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo175,TXN000175,64000,0,35297,28703,0,22297,1,****,Warehouse A,13000,****,****,,****,,,8/5/2024 16:00
8/5/2024 5:57,8/5/2024 5:57,8/5/2024 5:58,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo176,TXN000176,146000,83062,0,62938,0,83062,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:22
8/5/2024 6:07,8/5/2024 6:07,8/5/2024 6:07,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo182,TXN000182,600000,332775,0,267225,0,332775,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:24
8/5/2024 6:13,8/5/2024 6:13,8/5/2024 6:13,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo185,TXN000185,353527,0,189198,164329,0,189198,2,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:01
8/5/2024 6:18,8/5/2024 6:18,8/5/2024 6:19,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo186,TXN000186,386000,192250,0,193750,0,192250,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:30
8/5/2024 6:41,8/5/2024 6:40,8/5/2024 6:41,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo209,TXN000209,100100,100100,0,0,0,79600,1,****,Warehouse A,20500,****,****,,****,,,8/5/2024 15:20
8/5/2024 7:05,8/5/2024 7:04,8/5/2024 7:05,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo231,TXN000231,346000,232200,0,113800,0,232200,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:29
8/5/2024 7:12,8/5/2024 7:10,8/5/2024 7:12,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo240,TXN000240,387057,207757,0,179300,0,207757,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:34
8/5/2024 7:15,8/5/2024 7:15,8/5/2024 7:15,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo242,TXN000242,386000,206700,0,179300,0,206700,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:39
8/5/2024 7:26,8/5/2024 7:26,8/5/2024 7:27,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo246,TXN000246,161000,79704,0,81296,0,79704,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:12
8/5/2024 7:33,8/5/2024 7:33,8/5/2024 7:34,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo252,TXN000252,175000,0,89000,86000,0,89000,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 15:29
8/5/2024 7:34,8/5/2024 7:32,8/5/2024 7:34,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo253,TXN000253,345100,345100,0,0,0,201100,1,****,Warehouse A,144000,****,****,,****,,,8/5/2024 16:57
8/5/2024 7:35,8/5/2024 7:35,8/5/2024 7:35,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo255,TXN000255,509680,0,225680,284000,0,224680,1,****,Warehouse A,1000,****,****,,****,,,8/5/2024 17:48
8/5/2024 7:32,8/5/2024 7:32,8/5/2024 7:42,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo261,TXN000261,263000,242500,0,20500,0,224500,1,****,Warehouse A,18000,****,****,,****,,,8/5/2024 17:34
8/5/2024 7:42,8/5/2024 7:39,8/5/2024 7:42,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo262,TXN000262,386000,211000,0,175000,0,211000,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 15:20
8/5/2024 7:46,8/5/2024 7:46,8/5/2024 7:46,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo266,TXN000266,345000,183510,0,161490,0,183510,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:36
8/5/2024 7:54,8/5/2024 7:54,8/5/2024 7:54,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo277,TXN000277,503848,388598,0,115250,0,388598,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:35
8/5/2024 7:56,8/5/2024 7:56,8/5/2024 7:56,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo279,TXN000279,223500,0,209000,14500,0,194500,1,****,Warehouse A,14500,****,****,,****,,,8/5/2024 15:21
8/5/2024 7:58,8/5/2024 7:58,8/5/2024 7:58,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo280,TXN000280,561112,0,210912,350200,0,207912,1,****,Warehouse A,3000,****,****,,****,,,8/5/2024 17:01
8/5/2024 8:04,8/5/2024 8:04,8/5/2024 8:04,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo281,TXN000281,260500,260500,0,0,0,241600,1,****,Warehouse A,18900,****,****,,****,,,8/5/2024 17:53
8/5/2024 8:04,8/5/2024 8:04,8/5/2024 8:05,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo284,TXN000284,224750,0,123500,101250,0,123500,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:03
8/5/2024 8:05,8/5/2024 8:04,8/5/2024 8:05,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo285,TXN000285,347448,247243,0,100205,0,247243,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 15:52
8/5/2024 8:07,8/5/2024 8:07,8/5/2024 8:07,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo287,TXN000287,419000,0,369000,50000,0,205000,1,****,Warehouse A,164000,****,****,,****,,,8/5/2024 15:22
8/5/2024 8:08,8/5/2024 8:07,8/5/2024 8:08,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo289,TXN000289,176000,72100,0,103900,0,72100,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:36
8/5/2024 8:13,8/5/2024 8:13,8/5/2024 8:13,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo293,TXN000293,146000,89255,0,56745,0,89255,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:55
8/5/2024 8:18,8/5/2024 8:18,8/5/2024 8:19,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo298,TXN000298,464500,0,152463,312037,0,138963,1,****,Warehouse A,13500,****,****,,****,,,8/5/2024 15:55
8/5/2024 8:37,8/5/2024 8:37,8/5/2024 8:38,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo319,TXN000319,427300,167150,0,260150,0,167150,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:52
8/5/2024 8:40,8/5/2024 8:40,8/5/2024 8:41,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo322,TXN000322,332380,0,191880,140500,0,191880,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:01
8/5/2024 8:41,8/5/2024 8:41,8/5/2024 8:42,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo323,TXN000323,223000,0,70297,152703,0,68297,1,****,Warehouse A,2000,****,****,,****,,,8/5/2024 16:53
8/5/2024 8:48,8/5/2024 8:47,8/5/2024 8:48,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo332,TXN000332,350000,170100,0,179900,0,170100,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:52
8/5/2024 9:02,8/5/2024 9:02,8/5/2024 9:03,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo346,TXN000346,223000,0,70297,152703,0,68297,1,****,Warehouse A,2000,****,****,,****,,,8/5/2024 15:15
8/5/2024 9:03,8/5/2024 9:03,8/5/2024 9:04,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo347,TXN000347,286500,0,187000,99500,0,131500,1,****,Warehouse A,55500,****,****,,****,,,8/5/2024 17:50
8/5/2024 9:04,8/5/2024 9:04,8/5/2024 9:07,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo350,TXN000350,386000,164350,0,221650,0,164350,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 15:29
8/5/2024 9:11,8/5/2024 9:11,8/5/2024 9:11,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo363,TXN000363,356340,0,224640,131700,0,224640,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:30
8/5/2024 9:30,8/5/2024 9:30,8/5/2024 9:31,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo378,TXN000378,200000,0,90500,109500,0,90500,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:50
8/5/2024 9:32,8/5/2024 9:32,8/5/2024 9:32,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo380,TXN000380,95000,76000,0,19000,0,60000,1,****,Warehouse A,16000,****,****,,****,,,8/5/2024 17:35
8/5/2024 9:32,8/5/2024 9:32,8/5/2024 9:34,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo385,TXN000385,371900,191852,0,180048,0,191852,2,****,Warehouse A,0,****,****,,****,,,8/5/2024 15:47
8/5/2024 9:33,8/5/2024 9:33,8/5/2024 9:34,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo388,TXN000388,715960,0,414960,301000,0,414960,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:33
8/5/2024 9:40,8/5/2024 9:38,8/5/2024 9:40,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo399,TXN000399,351500,139463,0,212037,0,138963,1,****,Warehouse A,500,****,****,,****,,,8/5/2024 16:01
8/5/2024 9:42,8/5/2024 9:41,8/5/2024 9:42,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo404,TXN000404,701000,350900,0,350100,0,350900,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:40
8/5/2024 9:45,8/5/2024 9:45,8/5/2024 9:45,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo408,TXN000408,508381,0,217901,290480,0,217901,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:03
8/5/2024 9:49,8/5/2024 9:49,8/5/2024 9:49,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo417,TXN000417,304300,304300,0,0,0,290300,1,****,Warehouse A,14000,****,****,,****,,,8/5/2024 17:53
8/5/2024 9:51,8/5/2024 9:50,8/5/2024 9:51,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo419,TXN000419,654522,456702,0,197820,0,456702,1,****,Warehouse A,0,****,****,,****,,,8/6/2024 16:26
8/5/2024 9:51,8/5/2024 9:51,8/5/2024 9:51,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo421,TXN000421,163560,0,92560,71000,0,92560,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:44
8/5/2024 9:52,8/5/2024 9:52,8/5/2024 9:53,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo424,TXN000424,345000,0,188600,156400,0,188600,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:10
8/5/2024 9:53,8/5/2024 9:53,8/5/2024 9:54,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo427,TXN000427,25000,0,7500,17500,0,-2500,1,****,Warehouse A,10000,****,****,,****,,,8/5/2024 16:49
8/5/2024 9:56,8/5/2024 9:56,8/5/2024 9:56,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo432,TXN000432,458040,0,287040,171000,0,245040,5,****,Warehouse A,42000,****,****,,****,,,8/5/2024 17:10
8/5/2024 9:59,8/5/2024 9:59,8/5/2024 9:59,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo436,TXN000436,46000,0,27000,19000,0,8000,1,****,Warehouse A,19000,****,****,,****,,,8/5/2024 17:54
8/5/2024 9:59,8/5/2024 9:59,8/5/2024 9:59,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo437,TXN000437,160801,80901,0,79900,0,80901,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:44
8/5/2024 10:04,8/5/2024 10:02,8/5/2024 10:05,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo442,TXN000442,221000,116839,0,104161,0,116839,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:05
8/5/2024 10:05,8/5/2024 10:05,8/5/2024 10:05,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo443,TXN000443,208412,0,101717,106695,0,97217,1,****,Warehouse A,4500,****,****,,****,,,8/5/2024 17:21
8/5/2024 10:05,8/5/2024 10:05,8/5/2024 10:06,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo446,TXN000446,224891,0,127165,97726,0,127165,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:08
8/5/2024 10:06,8/5/2024 10:06,8/5/2024 10:06,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo447,TXN000447,221050,106050,0,115000,0,106050,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 16:34
8/5/2024 10:09,8/5/2024 10:08,8/5/2024 10:09,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo453,TXN000453,221244,125646,0,95598,0,125646,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:30
8/5/2024 10:09,8/5/2024 10:09,8/5/2024 10:09,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo454,TXN000454,149180,0,108680,40500,0,108680,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:21
8/5/2024 10:09,8/5/2024 10:08,8/5/2024 10:09,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo455,TXN000455,505175,249975,0,255200,0,249975,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:18
8/5/2024 10:10,8/5/2024 10:10,8/5/2024 10:11,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo459,TXN000459,220931,94031,0,126900,0,94031,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:41
8/5/2024 10:13,8/5/2024 10:12,8/5/2024 10:13,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo461,TXN000461,386000,209800,0,176200,0,209800,1,****,Warehouse A,0,****,****,,****,,,8/5/2024 17:22
8/5/2024 10:13,8/5/2024 10:13,8/5/2024 10:13,system,Shipped,Sales Order,,Platform A,Store A,****,OrderNo462,TXN000462,162247,75397,0,86850,0,73897,1,****,Warehouse A,1500,****,****,,****,,,8/5/2024 17:01
